cep;logradouro;numero;complemento;bairro
64071570;RUA NOSSA SENHORA GRACAS VL ST BARBARA;7665;;VERDE LAR
64071570;RUA NOSSA SENHORA GRACAS VL ST BARBARA;7680;;VERDE LAR
64071570;RUA NOSSA SENHORA GRACAS VL ST BARBARA;7683;;VERDE LAR
64071570;RUA NOSSA SENHORA GRACAS VL ST BARBARA;7691;;VERDE LAR
64071570;RUA NOSSA SENHORA GRACAS VL ST BARBARA;7696;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;4227;CA 2;VERDE LAR
64071580;RUA SANTA EDWIRGENS;4501;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;48;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;49;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;50;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;51;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;52;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;53;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;54;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7485;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7493;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7496;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7500;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7509;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7520;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7524;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7530;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7536;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7540;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7546;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7560;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7568;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7590;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7599;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7600;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7608;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7611;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7616;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7642;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7645;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7646;CA 1;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7646;CA 2;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7652;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7655;CA 1;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7655;CA 2;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7663;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7665;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7670;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7673;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7686;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7688;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7691;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7696;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7701;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7704;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7783;;VERDE LAR
64071580;RUA SANTA EDWIRGENS;7783;;VERDE LAR
64071600;RUA SANTA EULALIA VL SANTA BARBARA;4214;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;4126;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7503;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7504;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7510;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7519;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7520;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7527;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7527;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7528;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7536;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7544;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7560;CA 1;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7560;CA 2;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7586;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7594;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7614;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7624;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7630;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7638;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7646;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7652;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7662;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7664;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7672;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7675;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7678;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7683;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7683;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7688;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7693;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7698;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7702;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7704;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7708;;VERDE LAR
64071600;RUA SAO JOSE VL SANTA BARBARA;7846;;VERDE LAR
64071620;RUA DOUTOR HUGO PRADO;4322;CA 1;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4322;CA 2;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4642;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4648;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4654;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4670;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4676;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4678;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4678;CA 1;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4752;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4760;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4770;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4880;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4882;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4896;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4918;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4918;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4928;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4936;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4946;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4954;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4960;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4980;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4990;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4998;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;34;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;36;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4154;CA 1;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4154;CA 2;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4162;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4170;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4180;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4190;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4204;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4212;;VALE QUEM TEM
64071620;RUA DOUTOR HUGO PRADO;4214;;VALE QUEM TEM
64071625;RUA SAO CRISPIM VL STA BARBARA;4892;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4928;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4929;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4930;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4157;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4165;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4172;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4175;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4180;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4181;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4188;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4189;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4196;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4197;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4205;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4206;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4207;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4212;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4213;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4221;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4227;;VERDE LAR
64071625;RUA SAO CRISPIM VL STA BARBARA;4266;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;5011;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;5021;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;5031;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;5041;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;5046;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;5064;CA 1;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;5064;CA 2;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;5072;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;5080;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;5090;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;7563;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4404;CA 1;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4404;CA 2;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4421;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4439;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4440;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4449;CA 1;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4449;CA 2;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4449;CA 3;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4449;CA 4;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4450;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4459;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4460;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4470;CA 1;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4470;CA 2;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4480;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4495;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4503;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4969;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;7471;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;7598;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4143;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4144;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4152;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4159;CA 1;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4159;CA 2;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4160;CA 1;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4160;CA 2;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4167;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4168;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4174;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4175;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4175;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4183;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4183;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4184;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4191;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4194;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4194;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4199;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4200;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4205;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4210;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4213;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4216;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;4221;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;7513;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;7589;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;7592;;VERDE LAR
64071630;RUA SANTA ANGELA VL SANTA BARBARA;7599;;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4146;CA 1;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4146;CA 2;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4164;;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4169;;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4172;;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4177;;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4180;;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4185;;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4188;;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4193;;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4196;;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4201;;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4204;;VERDE LAR
64071635;RUA SANTO EULALIO VL STA BARBARA;4205;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4540;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4550;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4550;LJ A;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4560;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4560;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4584;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4604;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4604;CA 2;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4604;CA 3;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4618;CA 1;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4618;CA 2;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4622;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4622;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4660;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4764;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4784;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4816;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4862;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4898;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4971;CA 1;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4971;CA 2;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4981;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4982;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4989;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;5015;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;5039;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;5039;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;5047;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;5055;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;5065;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;5073;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;5073;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;5091;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;7767;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;7769;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4359;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4373;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4403;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4403;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4417;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4417;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4424;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4424;LJ 1;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4424;LJ 2;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4425;CA 1;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4425;CA 2;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4425;CA 3;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4425;LJ 1;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4425;LJ 2;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4425;LJ 3;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4426;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4433;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4433;LJ 1;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4433;LJ 2;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4443;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4443;LJ 2;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4443;LJ 3;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4453;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4453;LJ 1;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4453;LJ 2;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4456;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4467;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4477;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4480;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4493;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4493;LJ 1;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4493;LJ 2;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4527;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4530;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4537;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4609;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4609;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4611;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4675;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4675;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4711;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4711;LJ A;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4727;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4739;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4771;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;480;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4817;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4819;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4827;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4835;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4909;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4919;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4935;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4945;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4955;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4957;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4973;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;7656;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;7690;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;7695;LJ A;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;7695;LJ B;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;7695;LJ C;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;7697;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;7697;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4111;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4111;CA 1;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4121;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4121;CA 1;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4149;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4149;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4157;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4159;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4165;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4167;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4173;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4177;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4211;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4219;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4219;CA 1;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4229;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4239;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4284;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4289;;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4289;CA 1;VERDE LAR
64071640;AVENIDA SENADOR SIGEFREDO P VL STA BARBARA;4299;;VERDE LAR
